ahl,atc,mean,median,cv,variant,strain,date,file,note
0.005107051,21.52694823,19030.97706,17089.32792,0.445193534,331/347d,mg1655,170729,199,
0.005535715,21.52694823,19221.09365,17416.21472,0.434694802,331/347d,mg1655,170729,200,
0,51.2,2845.560041,2745.661824,0.378618543,331/347d,mg1655,170729,201,
8.67E-04,51.2,2790.017855,2694.128204,0.389263573,331/347d,mg1655,170729,202,
9.40E-04,51.2,2752.08858,2668.725252,0.378080623,331/347d,mg1655,170729,203,
1.02E-03,51.2,2763.361991,2668.725252,0.394360308,331/347d,mg1655,170729,204,
1.10E-03,51.2,2850.886101,2745.661824,0.392887042,331/347d,mg1655,170729,205,
0.001197037,51.2,2759.777716,2643.561824,0.396365358,331/347d,mg1655,170729,206,
0.001297511,51.2,2732.458825,2643.561824,0.386516418,331/347d,mg1655,170729,207,
0.001406418,51.2,2825.777851,2719.772961,0.393217893,331/347d,mg1655,170729,208,
0.001524467,51.2,2896.882144,2824.816399,0.375252742,331/347d,mg1655,170729,209,
0.001652424,51.2,2878.601763,2745.661824,0.403394152,331/347d,mg1655,170729,210,
0.001791121,51.2,3016.291467,2824.816399,0.453521307,331/347d,mg1655,170729,211,
0.00194146,51.2,3098.65155,2878.849839,0.46571395,331/347d,mg1655,170729,212,
0.002104417,51.2,3555.600923,3076.236826,0.630661818,331/347d,mg1655,170729,213,
0.002281053,51.2,4710.831008,3613.802847,0.785400932,331/347d,mg1655,170729,214,
0.002472514,51.2,5215.970688,3898.339006,0.830477679,331/347d,mg1655,170729,215,
0.002680046,51.2,8634.159886,7495.019244,0.680519159,331/347d,mg1655,170729,216,
0.002904998,51.2,11455.68359,10053.5386,0.589398223,331/347d,mg1655,170729,217,
0.00314883,51.2,12549.65547,11157.76673,0.545071397,331/347d,mg1655,170729,218,
0.00341313,51.2,14422.21601,12861.54613,0.500752054,331/347d,mg1655,170729,219,
0.003699613,51.2,16554.25917,14825.49086,0.479055879,331/347d,mg1655,170729,220,
0.004010142,51.2,16251.00674,14410.06372,0.489840661,331/347d,mg1655,170729,221,
0.004346736,51.2,18747.08388,16928.19254,0.451459037,331/347d,mg1655,170729,222,
0.004711582,51.2,19875.14526,17918.30607,0.457783607,331/347d,mg1655,170729,223,
0.005107051,51.2,20016.06028,18088.86611,0.450429129,331/347d,mg1655,170729,224,
0.005535715,51.2,20913.08463,18787.49673,0.444225543,331/347d,mg1655,170729,225,
